Name,T,norm,Calc_energy_flux,Sample_flux,plus_Error,minus_Error,log_energy_flux,log_sample_flux
SWIFTJ0800.5+2327,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0803.4+0842,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0804.6+1045,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0805.1-0110,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0805.2+6145,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0814.3+0423,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0818.1+0120,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0819.2-2259,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0830.1+4154,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0830.4-6723,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0832.5+3703,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0839.6-1213,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0841.4+7052,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0842.0+0759,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0843.5+3551,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0845.0-3531,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0845.3+1420,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0855.6+6425,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0855.7-2856,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0859.5+4457,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0902.7-4814,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0902.7-6816,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0902.8-7414,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0904.3+5538,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0909.0+0358,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0911.2+4533,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0917.2-6221,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0920.8-0805,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0924.2-3141,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0925.2-8423,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0926.1+6931,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0927.3+2301,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0929.7+6232,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0936.2-6553,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0945.6-1420,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0947.6-3057,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0950.5+7318,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ0952.3-6234,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1001.7+5543,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1003.4-3726,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1005.9-2305,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1007.4+6534,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1013.5-3601,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1017.0-0404,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1020.5-0237B,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1029.8-3821,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1031.5+5051,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1031.5-4205,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1032.7-2835,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1033.6+7303,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1033.8+5257,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1038.8-4942,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1040.7-4619,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1041.4-1740,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1042.4+0046,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1043.4+1105,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1044.1+7024,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1044.8+3812,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1046.8+2556,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1051.2-1704A,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1051.2-1704B,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1059.8+6507,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1103.4+3731,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1103.5-2329,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1104.4+3812,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1105.7+5854A,-99.0,2.19e-05,-99,-99,-99,-99,-99,-99
SWIFTJ1106.5+7234,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1110.6-2832,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1114.3+2020,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1114.3+7944,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1115.3+5423,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1127.5+1906,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1130.1-1447,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1132.7+5301,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1132.9+1019B,-99.0,0.0011,-99,-99,-99,-99,-99,-99
SWIFTJ1136.7+6738,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1136.7-6007,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1138.9+2529B,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1139.0-2323,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1139.0-3743,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1139.8+3157,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1142.2+1021,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1145.2+5905,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1145.6-6956,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1148.7+2941,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1149.3+5307,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1152.6-0512,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1158.9+4234,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1159.7-2002,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1200.2-5350,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1200.8+0650,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1202.5+3332,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1204.5+2019,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1207.5+3355,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1210.1-4637,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1210.7+3819,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1211.3-3935,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1213.1+3239A,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1213.1+3239B,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1214.3+2933,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1217.2-2611,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1217.3+0714,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1221.3+3012,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1222.4+0414,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1222.4+7520,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1224.9+2122,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1231.4+5758,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1239.3-1611,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1240.2+3457A,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1240.2+3457B,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1240.9+2735,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1240.9-3331,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1248.2-5828,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1255.0-2657,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1256.2-0551,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1300.1+1635,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1302.9+1620,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1303.8+5345,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1304.3-1022,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1305.4-4928,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1310.7+0834,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1312.1-5631,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1315.8+4420,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1321.2+0859,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1331.2-2524,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1331.6-0504,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1332.0-7754,-99.0,-99.0,-99,-99,-99,-99,-99,-99
SWIFTJ1333.5-3401,-99.0,-99.0,-99,-99,-99,-99,-99,-99
